Pclass,Age,SibSp,Parch,Fare,Has_Cabin,Family_Size,Sex_encoded,Embarked_encoded,Title_encoded,Age_Group_encoded,Fare_Group_encoded
1,0.6184209288421233,0,0,-1.0767317685895288,0,-0.5363369093530302,1,2,2,2,1
3,-1.507133496668051,3,2,0.26366147789682903,0,2.567601834002214,0,2,1,1,0
2,-0.06479299364328993,0,0,-0.4521757756030538,0,-0.5363369093530302,0,2,1,0,2
3,0.23885763857244927,0,0,-0.6959928267112353,0,-0.5363369093530302,1,2,2,0,2
2,0.16294498051851447,1,1,0.18439090955623802,0,0.7052385879890675,1,2,2,0,0
3,0.9220715610578625,0,5,0.8299656138451424,0,2.567601834002214,0,2,3,2,3
3,-0.3684436258590291,1,0,-0.30324319266012506,0,0.08445083931801861,1,2,2,0,0
3,-0.6720942580747683,0,0,-0.6993942547345772,0,-0.5363369093530302,1,2,2,0,1
1,-0.3684436258590291,0,0,2.2526321017152955,1,-0.5363369093530302,0,0,4,0,3
3,-2.0385221030455947,3,2,0.26366147789682903,0,2.567601834002214,0,2,1,1,0
3,-0.3684436258590291,0,0,1.637482882838571,0,-0.5363369093530302,1,2,2,0,3
3,-2.133412925613013,2,1,-0.15150971630249568,0,1.3260263366601164,0,0,1,1,0
1,1.453460167435406,1,0,2.6095514388764594,1,0.08445083931801861,1,0,2,2,3
3,-0.7480069161287031,0,0,-0.6973956755570203,0,-0.5363369093530302,1,2,2,0,1
1,2.0607614318668843,0,0,0.6287865199504606,1,-0.5363369093530302,1,0,4,2,3
3,-0.3684436258590291,0,0,-0.7140088649704606,0,-0.5363369093530302,1,2,2,0,1
3,-0.4443562839129639,0,0,-0.7140088649704606,0,-0.5363369093530302,0,2,1,0,1
3,-0.3684436258590291,0,0,-0.6973956755570203,0,-0.5363369093530302,1,2,2,0,1
2,-0.8239195741826378,0,1,0.028251911309619276,0,0.08445083931801861,0,2,1,4,0
3,-0.5961816000208335,0,0,-0.6715726873854643,0,-0.5363369093530302,1,2,2,0,2
3,-0.3684436258590291,0,0,-0.7005953239518588,0,-0.5363369093530302,0,1,1,0,1
3,-0.8239195741826378,0,0,-0.7524430799234745,0,-0.5363369093530302,0,1,1,4,1
2,-0.3684436258590291,2,0,2.4544117302186184,0,0.7052385879890675,1,2,2,0,3
3,-0.3684436258590291,0,0,-0.6973956755570203,0,-0.5363369093530302,1,2,2,0,1
3,0.23885763857244927,1,1,-0.33206885387488555,0,0.7052385879890675,0,1,3,0,0
2,-0.4443562839129639,0,0,-0.4521757756030538,0,-0.5363369093530302,1,2,2,0,2
3,0.8461589030039276,0,0,-0.7296227647951226,0,-0.5363369093530302,1,0,2,2,1
1,1.3775475093814713,0,0,0.15256257529827336,1,-0.5363369093530302,1,2,2,2,0
3,0.5425082707881884,0,0,-0.7166127830335274,0,-0.5363369093530302,1,2,2,2,1
3,-0.6720942580747683,1,0,-0.6959928267112353,0,0.08445083931801861,1,2,2,0,2
2,0.23885763857244927,2,0,2.4544117302186184,0,0.7052385879890675,1,2,2,0,3
2,-0.2925309678050943,0,0,-0.4521757756030538,0,-0.5363369093530302,1,2,2,0,2
3,-0.3684436258590291,0,0,-0.7031992420149255,0,-0.5363369093530302,1,2,2,0,1
3,1.073896877165732,0,0,-0.689987480624827,0,-0.5363369093530302,1,2,2,2,2
1,0.6184209288421233,1,0,1.4214922033563713,1,0.08445083931801861,0,2,3,2,3
2,0.8461589030039276,1,1,0.7969362103698961,0,0.7052385879890675,0,2,3,2,3
1,0.16294498051851447,1,0,1.4214922033563713,1,0.08445083931801861,1,2,2,0,3
2,3.1235386446219717,0,0,-0.5722826973312221,0,-0.5363369093530302,1,2,2,3,2
2,0.16294498051851447,0,0,-0.4521757756030538,0,-0.5363369093530302,1,2,2,0,2
2,0.011119664410644874,0,0,-1.0767317685895288,0,-0.5363369093530302,1,2,2,0,1
3,-0.8239195741826378,0,0,-0.7031992420149255,0,-0.5363369093530302,1,2,2,4,1
3,-0.3304872968320617,0,0,-0.689987480624827,0,-0.5363369093530302,1,2,2,0,2
3,-0.8239195741826378,0,0,-0.6039092519606833,0,-0.5363369093530302,0,2,1,4,2
3,1.073896877165732,1,6,1.176474083030908,0,3.809177331344312,0,2,3,2,3
3,-0.3684436258590291,0,0,-0.6857837383643411,0,-0.5363369093530302,0,1,1,0,2
1,-0.1407056516972247,0,0,2.6095514388764594,1,-0.5363369093530302,1,0,2,0,3
3,-0.6720942580747683,0,0,-0.6335372274125879,0,-0.5363369093530302,1,2,2,0,2
3,-1.127570206398377,5,2,1.176474083030908,0,3.809177331344312,1,2,2,4,3
2,2.3644120640826234,1,1,0.7969362103698961,0,0.7052385879890675,1,2,2,2,3
2,-0.2925309678050943,1,2,0.9208481193784128,0,1.3260263366601164,1,0,2,0,3
3,-1.127570206398377,4,1,0.8299656138451424,0,2.567601834002214,1,2,2,4,3
3,-0.7480069161287031,0,0,-0.5880983767843873,0,-0.5363369093530302,1,2,2,0,2
3,-0.8239195741826378,0,0,-0.7021999524261471,0,-0.5363369093530302,1,2,2,4,1
1,0.16294498051851447,1,0,1.6617060468127078,1,0.08445083931801861,1,2,2,0,3
3,-1.8866967869377251,0,1,-0.4321563538894027,0,0.08445083931801861,0,0,1,1,2
3,-0.3684436258590291,0,0,1.637482882838571,0,-0.5363369093530302,1,2,2,0,3
3,-0.2925309678050943,0,0,-0.7296227647951226,0,-0.5363369093530302,1,0,2,0,1
1,2.3644120640826234,0,0,0.19880374016361824,0,-0.5363369093530302,1,2,4,2,0
2,1.7571107996511452,0,0,-0.42815439125742016,0,-0.5363369093530302,1,2,2,2,2
3,1.149809535219667,0,0,-0.689987480624827,0,-0.5363369093530302,1,2,2,2,2
3,-0.3684436258590291,0,0,-0.7052026254693513,0,-0.5363369093530302,0,1,1,0,1
3,0.9979842191117972,0,0,-0.7092045881013339,1,-0.5363369093530302,1,2,2,2,1
1,0.46659561273425365,0,0,0.1861925133821606,1,-0.5363369093530302,1,2,2,0,0
3,-0.8239195741826378,0,1,-0.3823119813722129,0,0.08445083931801861,0,0,1,4,2
3,-0.2925309678050943,0,0,-0.7047990662123447,0,-0.5363369093530302,1,1,2,0,1
3,-0.2166183097511595,1,0,-0.6993942547345772,0,0.08445083931801861,1,2,2,0,1
2,0.7702462449499928,0,0,0.17238021738342119,0,-0.5363369093530302,1,2,2,2,0
2,1.2257221932736015,0,0,-0.42815439125742016,0,-0.5363369093530302,0,2,3,2,2
1,0.9979842191117972,0,0,0.1861925133821606,1,-0.5363369093530302,1,2,2,2,0
3,-0.3684436258590291,1,1,-0.34428132567620573,0,0.7052385879890675,1,0,0,0,0
1,-0.3684436258590291,0,0,1.3015870612567062,1,-0.5363369093530302,0,0,4,0,3
1,0.6184209288421233,0,0,0.19880374016361824,1,-0.5363369093530302,1,2,2,2,0
1,1.453460167435406,1,0,1.4214922033563713,1,0.08445083931801861,1,2,2,2,3
3,0.011119664410644874,0,0,-0.6211277802596336,0,-0.5363369093530302,1,2,2,0,2
2,1.7571107996511452,0,0,-0.4521757756030538,0,-0.5363369093530302,1,2,2,2,2
3,-0.7480069161287031,0,0,-0.7092045881013339,1,-0.5363369093530302,1,2,2,0,1
2,-0.1407056516972247,0,0,-0.5722826973312221,1,-0.5363369093530302,0,2,1,0,2
3,-0.3684436258590291,0,0,-0.33206885387488555,0,-0.5363369093530302,1,1,2,0,0
3,0.31477029662638406,0,0,-0.7031992420149255,0,-0.5363369093530302,1,2,2,0,1
2,-1.7348714708298554,0,1,0.5086795982222924,0,0.08445083931801861,0,2,1,1,3
3,-0.8998322322365727,1,0,-0.737828469687591,0,0.08445083931801861,1,2,2,4,1
2,0.3906829546803189,0,0,-0.4521757756030538,0,-0.5363369093530302,1,2,2,0,2
2,1.6052854835432755,0,0,-0.4521757756030538,0,-0.5363369093530302,1,2,2,2,2
1,-0.1407056516972247,1,0,1.4743392489167653,1,0.08445083931801861,1,2,2,0,3
3,-0.6720942580747683,0,0,-0.6605612848014257,0,-0.5363369093530302,1,2,2,0,2
2,0.08703232246457968,3,0,-0.06783362607291533,0,1.3260263366601164,0,2,3,0,0
3,-0.3684436258590291,0,0,-0.705000845840848,0,-0.5363369093530302,0,1,1,0,1
2,-0.2925309678050943,1,0,0.17238021738342119,0,0.08445083931801861,1,2,2,0,0
3,-0.2925309678050943,1,0,-0.6959928267112353,0,0.08445083931801861,0,2,1,0,2
3,-1.3553081805601814,0,0,-0.17412825180234417,0,-0.5363369093530302,1,0,2,1,0
2,0.011119664410644874,0,0,-1.0767317685895288,0,-0.5363369093530302,1,2,2,0,1
2,-0.4443562839129639,0,0,-0.4521757756030538,0,-0.5363369093530302,1,2,2,0,2
2,-0.4443562839129639,0,0,-0.4521757756030538,0,-0.5363369093530302,1,2,2,0,2
3,-0.026836664616322524,0,0,-0.30324319266012506,0,-0.5363369093530302,1,2,2,0,0
3,1.453460167435406,1,3,0.5747384051727848,0,1.9468140853311653,0,2,3,2,3
3,-0.3684436258590291,0,0,-0.6973956755570203,0,-0.5363369093530302,1,2,2,0,1
3,-0.3684436258590291,0,0,-0.6973956755570203,0,-0.5363369093530302,1,2,2,0,1
1,0.6184209288421233,0,0,0.3645512921484904,1,-0.5363369093530302,1,2,2,2,0
1,0.5425082707881884,1,0,2.711440542716898,1,0.08445083931801861,1,2,2,2,3
3,-0.3684436258590291,1,0,-0.30324319266012506,0,0.08445083931801861,1,2,2,0,0
3,0.16294498051851447,0,0,-0.6959928267112353,0,-0.5363369093530302,1,2,2,0,2
1,3.1235386446219717,1,1,2.33430480849045,1,0.7052385879890675,1,2,4,3,3
3,-0.9757448902905075,1,1,-0.10386570259136582,0,0.7052385879890675,1,2,2,4,0
2,0.08703232246457968,0,0,-0.4521757756030538,0,-0.5363369093530302,0,2,1,0,2
1,-0.7480069161287031,1,0,1.4743392489167653,1,0.08445083931801861,1,2,2,0,3
3,0.16294498051851447,0,0,-0.7044003112322071,0,-0.5363369093530302,1,1,2,0,1
2,-1.8866967869377251,1,1,0.028251911309619276,0,0.7052385879890675,0,2,1,1,0
3,-1.7348714708298554,0,1,-0.47739822916596913,1,0.08445083931801861,1,2,0,1,2
3,0.31477029662638406,0,0,-0.6203254660224894,0,-0.5363369093530302,1,2,2,0,2
3,-0.4443562839129639,0,0,-0.6973956755570203,0,-0.5363369093530302,1,2,2,0,1
2,1.453460167435406,1,2,2.0460481963428463,0,1.3260263366601164,0,2,3,2,3
2,-2.139485938257328,1,1,-0.38011162256615283,0,0.7052385879890675,1,2,0,1,0
3,-0.06479299364328993,0,0,-0.7021999524261471,0,-0.5363369093530302,1,2,2,0,1
2,-0.8239195741826378,0,0,-0.5242399286399547,0,-0.5363369093530302,1,2,2,4,2
3,0.3906829546803189,0,0,-0.689987480624827,0,-0.5363369093530302,1,2,2,0,2
1,0.31477029662638406,0,0,3.0789677232050936,1,-0.5363369093530302,0,2,4,0,3
3,-0.3684436258590291,0,0,-0.38011162256615283,0,-0.5363369093530302,1,2,2,0,0
3,0.9220715610578625,0,0,-0.7344270416642492,0,-0.5363369093530302,1,2,2,2,1
3,-0.6720942580747683,0,0,-0.7294209851666192,0,-0.5363369093530302,1,0,2,0,1
3,-0.9757448902905075,0,0,-0.7031992420149255,0,-0.5363369093530302,1,2,2,4,1
1,1.6811981415972104,1,0,2.6686008058748953,1,0.08445083931801861,0,2,3,2,3
1,0.6184209288421233,0,0,0.8257618715846566,0,-0.5363369093530302,1,0,4,2,3
3,0.12498865149154707,0,0,-0.7044003112322071,0,-0.5363369093530302,0,1,1,0,1
3,-0.3684436258590291,1,0,0.08350109530457661,0,0.08445083931801861,1,1,2,0,0
3,0.23885763857244927,0,0,-0.6749741154088059,0,-0.5363369093530302,1,2,2,0,2
3,-0.3684436258590291,0,0,-0.6203254660224894,0,-0.5363369093530302,1,2,2,0,2
3,1.453460167435406,0,0,-0.6993942547345772,0,-0.5363369093530302,1,2,2,2,1
2,2.136674089920819,0,0,-0.5722826973312221,1,-0.5363369093530302,0,2,3,2,2
3,-0.3684436258590291,0,0,-0.7296227647951226,0,-0.5363369093530302,1,0,2,0,1
2,1.9089361157590148,1,3,0.028251911309619276,0,1.9468140853311653,0,2,3,2,0
3,-0.8239195741826378,0,0,-0.7044003112322071,0,-0.5363369093530302,1,2,2,4,1
3,-0.3684436258590291,0,0,-0.7044003112322071,1,-0.5363369093530302,1,1,2,0,1
3,-1.8107841288837903,0,0,-0.47739822916596913,0,-0.5363369093530302,0,2,1,1,2
3,-0.3684436258590291,0,0,-0.705000845840848,0,-0.5363369093530302,1,1,2,0,1
3,-1.203482864452312,0,0,-0.7294209851666192,0,-0.5363369093530302,0,0,1,4,1
1,-0.8998322322365727,1,0,1.6617060468127078,1,0.08445083931801861,0,2,3,4,3
1,0.011119664410644874,0,0,0.3645512921484904,1,-0.5363369093530302,1,2,2,0,0
3,-0.3684436258590291,1,2,0.04987115722068953,0,1.3260263366601164,1,2,2,0,0
3,-0.2925309678050943,0,0,-0.7380302493160943,0,-0.5363369093530302,1,2,2,0,1
3,-0.2925309678050943,0,0,-0.7284216955778409,0,-0.5363369093530302,1,2,2,0,1
3,-0.8239195741826378,0,0,-0.7166127830335274,0,-0.5363369093530302,0,2,1,4,1
3,-1.5830461547219858,4,1,0.32251386954363154,0,2.567601834002214,1,1,0,1,0
3,-2.1144347610995293,1,2,-0.08825180276670398,0,1.3260263366601164,1,2,0,1,0
1,1.3016348513275364,0,0,2.7282555117588423,1,-0.5363369093530302,1,0,2,2,3
3,-0.3684436258590291,0,0,-0.7044003112322071,0,-0.5363369093530302,1,1,2,0,1
2,-0.9757448902905075,0,0,0.17238021738342119,0,-0.5363369093530302,1,2,2,4,0
3,-0.3684436258590291,8,2,2.2646427938881124,0,5.671540577357458,0,2,1,0,3
1,0.6184209288421233,0,0,0.39797945060387413,0,-0.5363369093530302,1,0,2,2,0
3,-0.2925309678050943,0,0,-0.6973956755570203,0,-0.5363369093530302,1,2,2,0,1
2,0.7702462449499928,0,0,-0.4521757756030538,0,-0.5363369093530302,1,2,2,2,2
1,1.5293728254893408,0,0,0.16897878936007954,1,-0.5363369093530302,0,2,4,2,0
3,0.16294498051851447,0,0,-0.6595619952126475,0,-0.5363369093530302,0,2,3,0,2
3,0.08703232246457968,0,0,-0.7294209851666192,0,-0.5363369093530302,1,0,2,0,1
3,0.08703232246457968,1,1,0.08350109530457661,0,0.7052385879890675,0,2,3,0,0
2,0.3906829546803189,0,0,-0.4521757756030538,0,-0.5363369093530302,1,2,2,0,2
2,0.16294498051851447,1,1,0.18439090955623802,0,0.7052385879890675,0,2,3,0,0
3,-2.1584641027708114,0,1,-0.6675659204766126,0,0.08445083931801861,1,0,0,1,2
3,-0.1407056516972247,0,0,-0.7416334569679394,0,-0.5363369093530302,1,2,2,0,1
3,0.16294498051851447,0,0,-0.7031992420149255,0,-0.5363369093530302,1,2,2,0,1
1,0.7702462449499928,0,0,-1.0767317685895288,1,-0.5363369093530302,1,2,2,2,1
3,-0.8239195741826378,0,0,-0.7031992420149255,0,-0.5363369093530302,0,2,1,4,1
2,0.7702462449499928,0,0,-0.4521757756030538,0,-0.5363369093530302,1,2,2,2,2
1,0.31477029662638406,1,0,1.4743392489167653,1,0.08445083931801861,0,2,3,0,3
3,-0.2166183097511595,0,0,-0.697794430537158,0,-0.5363369093530302,1,2,2,0,1
3,0.7702462449499928,0,0,0.08350109530457661,0,-0.5363369093530302,1,2,2,2,0
2,0.46659561273425365,0,0,-0.5722826973312221,0,-0.5363369093530302,1,2,2,0,2
3,-1.7348714708298554,4,2,0.4258058222298562,0,3.188389582673263,0,2,1,1,3
3,0.12498865149154707,0,0,-0.689987480624827,0,-0.5363369093530302,1,2,2,0,2
1,0.6184209288421233,0,0,-1.0767317685895288,1,-0.5363369093530302,1,2,2,2,1
3,-0.4443562839129639,0,0,-0.6959928267112353,0,-0.5363369093530302,0,2,1,0,2
2,0.16294498051851447,1,1,0.7010524526158648,0,0.7052385879890675,1,0,2,0,3
3,1.073896877165732,0,0,-0.7668559105308547,0,-0.5363369093530302,1,2,2,2,1
3,-1.4312208386141163,3,2,0.26366147789682903,0,2.567601834002214,1,2,0,1,0
1,1.7571107996511452,1,1,3.4152671040439646,1,0.7052385879890675,0,2,3,2,3
3,-0.1407056516972247,0,0,-0.6605612848014257,0,-0.5363369093530302,1,2,2,0,2
1,0.6943335868960581,0,0,-1.0767317685895288,0,-0.5363369093530302,1,2,4,2,1
3,-0.1407056516972247,0,1,-0.47739822916596913,1,0.08445083931801861,0,2,3,0,2
3,-2.0385221030455947,4,1,0.8299656138451424,0,2.567601834002214,1,2,0,1,3
3,-0.3684436258590291,0,0,-0.7428345261852211,0,-0.5363369093530302,1,1,2,0,1
3,-0.3684436258590291,0,0,1.637482882838571,0,-0.5363369093530302,1,2,2,0,3
2,-2.1144347610995293,0,2,0.7010524526158648,0,0.7052385879890675,1,0,0,1,3
3,-0.3684436258590291,0,0,-0.7044003112322071,0,-0.5363369093530302,1,1,2,0,1
1,2.516237380190493,0,0,2.766689726711856,1,-0.5363369093530302,0,2,3,3,3
3,-1.0516575483444424,1,0,-0.3823119813722129,0,0.08445083931801861,0,0,3,4,2
2,-2.1273399129686985,1,1,-0.17592985562826677,0,0.7052385879890675,1,2,0,1,0
3,-0.3684436258590291,0,0,-0.7294209851666192,0,-0.5363369093530302,1,0,2,0,1
3,-0.4443562839129639,0,0,-0.6993942547345772,0,-0.5363369093530302,1,2,2,0,1
3,-0.8239195741826378,0,0,-0.6779767884520101,0,-0.5363369093530302,1,2,2,4,2
1,0.7702462449499928,1,1,2.9184232030694854,1,0.7052385879890675,0,0,1,2,3
3,-0.5961816000208335,0,0,-0.6605612848014257,0,-0.5363369093530302,1,2,2,0,2
3,-0.3684436258590291,0,0,-0.689987480624827,0,-0.5363369093530302,1,2,2,0,2
3,0.23885763857244927,0,0,1.637482882838571,0,-0.5363369093530302,1,2,2,0,3
1,0.6184209288421233,0,0,0.3501384615411102,1,-0.5363369093530302,1,0,2,2,0
3,-0.6720942580747683,0,0,-0.6959928267112353,0,-0.5363369093530302,1,2,2,0,2
2,-0.9757448902905075,0,0,-0.5722826973312221,0,-0.5363369093530302,1,2,2,4,2
1,0.08703232246457968,0,0,0.41259406083975775,0,-0.5363369093530302,0,0,1,0,0
3,0.42863928370728627,0,0,-0.7674564451394955,0,-0.5363369093530302,1,0,2,0,1
3,-0.8998322322365727,0,0,-0.6605612848014257,0,-0.5363369093530302,1,2,2,4,2
3,0.9979842191117972,0,0,-0.7140088649704606,0,-0.5363369093530302,1,2,2,2,1
3,-0.3684436258590291,8,2,2.2646427938881124,0,5.671540577357458,1,2,2,0,3
3,0.46659561273425365,0,0,-0.6973956755570203,0,-0.5363369093530302,1,0,2,0,1
2,-0.06479299364328993,0,1,0.5086795982222924,0,0.08445083931801861,1,2,4,0,3
1,0.6184209288421233,1,0,3.204080701430892,1,0.08445083931801861,0,0,3,2,3
3,-1.8866967869377251,4,2,0.4258058222298562,0,3.188389582673263,1,2,0,1,3
3,3.427189276837711,0,0,-0.7031992420149255,0,-0.5363369093530302,1,2,2,3,1
3,-1.507133496668051,1,1,-0.34428132567620573,0,0.7052385879890675,0,0,1,1,0
1,-0.9757448902905075,0,1,0.816153317846403,1,0.08445083931801861,0,2,1,4,3
2,1.149809535219667,1,0,0.17238021738342119,0,0.08445083931801861,0,2,3,2,0
3,-0.8239195741826378,0,1,-0.6275318813261795,0,0.08445083931801861,0,2,3,4,2
1,1.6811981415972104,0,0,0.19880374016361824,1,-0.5363369093530302,1,2,2,2,0
3,-0.3684436258590291,0,3,-0.15150971630249568,0,1.3260263366601164,0,0,3,0,0
3,-0.3684436258590291,0,0,-0.7294209851666192,0,-0.5363369093530302,1,0,2,0,1
3,0.9220715610578625,2,0,-0.39892997506252226,0,0.7052385879890675,1,2,2,2,2
2,-0.5961816000208335,1,0,-0.5242399286399547,0,0.08445083931801861,1,2,2,0,2
1,1.453460167435406,0,0,0.16897878936007954,1,-0.5363369093530302,0,2,3,2,0
3,-0.3684436258590291,8,2,2.2646427938881124,0,5.671540577357458,0,2,1,0,3
2,-0.3684436258590291,0,0,-0.4521757756030538,0,-0.5363369093530302,1,2,2,0,2
2,0.9979842191117972,0,0,-0.4521757756030538,0,-0.5363369093530302,0,2,3,2,2
2,-0.1407056516972247,1,0,-0.41094066723533906,0,0.08445083931801861,0,0,1,0,2
1,0.16294498051851447,0,0,1.349226270690967,1,-0.5363369093530302,1,2,2,0,3
3,-0.3684436258590291,0,0,-0.6203254660224894,0,-0.5363369093530302,1,2,2,0,2
3,-1.8866967869377251,1,1,-0.5418572119190425,0,0.7052385879890675,1,2,0,1,2
3,-0.2166183097511595,0,0,-0.6973956755570203,0,-0.5363369093530302,1,2,2,0,1
1,1.3775475093814713,1,1,1.4481175057650717,1,0.7052385879890675,0,2,3,2,3
1,0.31477029662638406,0,0,-0.8365179251331922,1,-0.5363369093530302,1,2,2,0,1
3,1.3775475093814713,0,0,-0.644346850368123,0,-0.5363369093530302,1,2,2,2,2
2,-0.06479299364328993,1,0,0.07629468000088659,0,0.08445083931801861,0,0,3,0,0
3,-1.0516575483444424,0,0,-0.7296227647951226,0,-0.5363369093530302,0,0,1,4,1
3,-0.6720942580747683,0,0,-0.6037122766090491,0,-0.5363369093530302,1,2,2,0,2
3,-0.7480069161287031,0,0,-0.6973956755570203,0,-0.5363369093530302,1,2,2,0,1
3,-0.3684436258590291,0,0,-0.6973956755570203,0,-0.5363369093530302,1,2,2,0,1
1,2.0607614318668843,0,1,2.9184232030694854,1,0.08445083931801861,0,0,3,2,3
2,-0.2925309678050943,0,1,0.17238021738342119,0,0.08445083931801861,0,2,3,0,0
3,0.31477029662638406,0,0,-0.6973956755570203,0,-0.5363369093530302,1,2,2,0,1
3,-0.5202689419668987,0,0,-0.5714803830940779,0,-0.5363369093530302,0,2,1,0,2
2,-0.06479299364328993,0,0,-0.5722826973312221,0,-0.5363369093530302,1,2,2,0,2
3,-0.2925309678050943,0,0,-0.7380302493160943,0,-0.5363369093530302,1,2,2,0,1
3,0.7702462449499928,0,5,0.32251386954363154,0,2.567601834002214,0,1,3,2,0
2,-0.1407056516972247,0,0,-0.4521757756030538,0,-0.5363369093530302,1,2,4,0,2
1,-0.7480069161287031,0,0,0.3645512921484904,1,-0.5363369093530302,0,2,1,0,0
3,-0.3684436258590291,1,2,0.04987115722068953,0,1.3260263366601164,0,2,1,0,0
1,-0.2166183097511595,0,0,0.3645512921484904,1,-0.5363369093530302,1,0,2,0,0
3,0.23885763857244927,0,0,-0.7044003112322071,0,-0.5363369093530302,1,1,2,0,1
